,NewDate
563050,20201217
225935,20090830
167670,20070408
341815,20130822
119759,20050526
225118,20090331
341464,20130203
407170,20150420
592008,20210212
531095,20191013
225717,20090109
500711,20181207
501408,20181221
309973,20120411
562562,20200613
501403,20181216
375621,20140624
470013,20171105
96898,20040429
501338,20181008
562134,20200106
3056,20000324
438641,20160521
197227,20080423
563340,20200902
197236,20080502
225965,20090929
438408,20160108
438757,20160718
592148,20210411
143508,20060603
341865,20130916
562257,20200309
310063,20121227
96960,20040702
143413,20060228
252399,20101101
407140,20150405
501239,20180701
97106,20041212
225058,20090130
407842,20150306
562783,20200906
309970,20120408
563172,20200317
3214,20000829
309525,20121230
469764,20170703
341435,20130120
469759,20170701
341624,20130516
438786,20160803
225220,20090721
562352,20200408
26199,20011022
225840,20090522
563179,20200324
309900,20120128
278356,20110718
97069,20041025
500380,20180607
309356,20120404
143615,20060920
438698,20160618
592200,20210429
376347,20140317
341892,20130929
97599,20040510
438416,20160112
97806,20041216
407870,20150403
196426,20080112
119768,20050604
197287,20080622
375466,20140405
591994,20210208
341513,20130322
278447,20111021
376367,20140406
562613,20200701
438758,20160718
277491,20111027
225351,20091129
252319,20100813
439586,20160528
438884,20160924
252125,20100130
407832,20150224
563071,20201224
142764,20060502
143490,20060516
438817,20160821
167853,20071011
407307,20150628
341633,20130521
376605,20141130
591946,20210111
439680,20160910
341890,20130928
592596,20210613
438599,20160428
26175,20010928
376442,20140620
50837,20020530
252116,20100121
167869,20071027
341809,20130819
530570,20190118
277459,20111011
375359,20140211
438736,20160707
438829,20160827
341477,20130303
501163,20180403
342843,20131222
439623,20160704
225863,20090619
562451,20200502
278457,20111031
562923,20201111
26151,20010901
438694,20160616
531855,20190910
500542,20180831
74789,20030503
142711,20060310
562241,20200305
120342,20050101
376001,20141231
592400,20210620
562857,20201009
407790,20150110
563312,20200805
168527,20070911
439578,20160520
500419,20180629
341882,20130924
143647,20061028
500410,20180623
469955,20171007
167860,20071018
375885,20141103
196503,20080329
342609,20130218
438573,20160415
142863,20060809
96935,20040607
277515,20111108
120465,20050504
591913,20210103
375293,20140109
531150,20191109
530922,20190718
592125,20210403
26885,20010609
438830,20160827
563248,20200601
439047,20161217
563352,20200914
469790,20170716
531003,20190828
142919,20061009
225982,20091016
469647,20170504
225826,20090508
375960,20141211
341662,20130606
168353,20070321
252316,20100810
253470,20101110
500160,20180112
500311,20180413
226016,20091121
196586,20080713
407302,20150626
500395,20180615
563156,20200228
531954,20191218
406982,20150116
197217,20080404
168504,20070819
168371,20070408
341972,20131126
501108,20180205
439043,20161215
501226,20180618
500149,20180107
438802,20160811
376528,20140914
26057,20010525
277542,20111121
26921,20010715
120702,20051227
470579,20170513
407467,20151201
27001,20011003
167835,20070923
438872,20160917
376571,20141027
26978,20010910
501219,20180611
562893,20201028
531892,20191017
563036,20201213
341845,20130906
225272,20090911
562460,20200505
469527,20170225
26961,20010824
225093,20090306
51000,20021109
277461,20111012
342572,20130112
253271,20100415
408070,20151101
225322,20091031
341403,20130104
168467,20070713
277560,20111130
225805,20090412
531719,20190425
530843,20190609
500398,20180617
342814,20131123
225302,20091011
530931,20190723
309938,20120307
341470,20130206
439674,20160904
341444,20130124
278456,20111030
469567,20170317
26216,20011108
342687,20130719
143598,20060903
439542,20160414
27068,20011212
408082,20151113
531240,20191224
168325,20070221
3125,20000601
562503,20200528
592356,20210609
26214,20011106
342794,20131103
97803,20041213
97646,20040629
438507,20160313
310001,20120509
142978,20061207
167779,20070729
26894,20010618
226034,20091209
439489,20160221
500287,20180325
591995,20210208
225764,20090227
252128,20100202
562947,20201117
142911,20061001
225377,20091225
531666,20190303
168276,20070103
96964,20040706
25998,20010313
278252,20110306
3141,20000617
592486,20210214
375699,20140802
375702,20140804
562411,20200422
143576,20060812
563090,20201229
439716,20161024
562353,20200408
196652,20080917
376516,20140902
439450,20160113
500284,20180323
375299,20140112
225369,20091217
277498,20111030
3062,20000330
142783,20060521
50751,20020305
530870,20190622
500455,20180718
376460,20140708
252241,20100527
562441,20200430
375660,20140714
376312,20140210
50139,20020512
530612,20190209
27065,20011209
309438,20121003
225728,20090122
438576,20160416
119873,20050919
97685,20040807
167742,20070619
277344,20110616
406984,20150117
97770,20041110
225261,20090831
26253,20011220
376432,20140610
278512,20111225
168340,20070308
563405,20201110
469738,20170620
341606,20130507
562852,20201007
252146,20100220
562661,20200715
252372,20101005
225171,20090602
278253,20110307
376598,20141123
470060,20171215
342661,20130623
278243,20110206
278369,20110731
562376,20200414
342696,20130728
375329,20140127
277601,20111225
50878,20020710
407234,20150522
562674,20200722
252122,20100127
225916,20090811
167623,20070209
253480,20101120
407120,20150326
197417,20081030
119905,20051021
341526,20130328
225079,20090220
252279,20100704
167682,20070420
592043,20210226
167673,20070411
253202,20100204
309323,20120202
97033,20040919
470542,20170406
341472,20130207
591993,20210207
530902,20190708
253379,20100811
119966,20051221
470030,20171118
563068,20201224
253346,20100629
341635,20130522
278421,20110921
277400,20110823
438691,20160615
530949,20190801
225917,20090812
225857,20090613
439720,20161028
438409,20160108
408027,20150919
470066,20171218
531802,20190717
531764,20190609
225131,20090413
407982,20150804
225327,20091105
277369,20110711
439600,20160611
341923,20131030
309517,20121226
592317,20210530
167896,20071201
309889,20120117
196699,20081103
168547,20071001
167918,20071223
197384,20080927
562846,20201004
500521,20180820
563216,20200430
119891,20051007
225067,20090208
167795,20070814
26823,20010408
119755,20050522
592105,20210324
531961,20191225
407955,20150627
375859,20141021
3332,20001225
500705,20181129
277557,20111129
26083,20010620
500271,20180316
562775,20200902
225210,20090711
530643,20190225
225726,20090118
500370,20180601
439596,20160607
168450,20070626
500323,20180425
277351,20110623
120359,20050118
375985,20141223
167922,20071227
592539,20210408
469874,20170827
592020,20210217
96977,20040719
27056,20011127
119762,20050529
562404,20200421
439688,20160918
438523,20160321
253463,20101103
592275,20210519
469766,20170704
563163,20200308
341707,20130629
375839,20141011
50866,20020628
530910,20190712
469870,20170825
309914,20120212
167849,20071007
26868,20010523
50894,20020726
143649,20061030
500653,20181029
278309,20110601
196531,20080426
96857,20040224
592521,20210321
341509,20130320
501232,20180624
97113,20041219
407367,20150823
469435,20170108
142867,20060813
562756,20200824
562711,20200810
341797,20130813
501335,20181005
530617,20190211
50111,20020414
469517,20170220
74968,20031105
143387,20060202
375393,20140228
406971,20150110
142841,20060718
592141,20210409
375454,20140330
531866,20190921
438636,20160518
197213,20080331
50094,20020328
407981,20150803
253270,20100414
120607,20050923
3161,20000707
196539,20080504
142914,20061004
277293,20110315
500589,20180924
531657,20190222
74684,20030106
277484,20111023
470560,20170424
375713,20140809
530939,20190727
196648,20080913
225729,20090123
253408,20100909
26256,20011223
97573,20040414
376488,20140805
438518,20160318
27059,20011130
120470,20050509
500606,20181002
26264,20011231
563152,20200224
143672,20061122
438944,20161024
97818,20041228
500535,20180827
592593,20210610
96970,20040712
143594,20060830
470027,20171115
470455,20170109
592501,20210301
253230,20100304
530727,20190409
96818,20040115
120501,20050609
438622,20160509
375822,20141003
74964,20031101
143486,20060512
225298,20091007
530820,20190601
376576,20141101
225331,20091109
500305,20180407
407210,20150510
143524,20060619
500505,20180812
562746,20200820
470747,20171107
531639,20190204
341466,20130204
26817,20010402
531878,20191003
309328,20120204
375408,20140307
531856,20190911
563263,20200616
309382,20120417
531831,20190815
197328,20080802
120666,20051121
225337,20091115
225381,20091229
562436,20200429
197215,20080402
407040,20150214
592011,20210213
469735,20170619
591915,20210103
470704,20170919
167782,20070801
592203,20210429
143541,20060706
74801,20030515
225741,20090204
439445,20160108
407864,20150328
530791,20190516
74683,20030105
530705,20190328
252281,20100706
592288,20210523
531741,20190517
26102,20010709
197126,20080103
197477,20081229
562974,20201124
74870,20030728
563242,20200526
142729,20060328
530583,20190125
562450,20200502
50085,20020319
197341,20080815
375499,20140422
167643,20070312
438666,20160602
142890,20060910
341400,20130102
376358,20140328
469591,20170329
470723,20171008
376615,20141210
252216,20100502
3041,20000309
375450,20140328
253370,20100802
96817,20040114
469721,20170612
97048,20041004
470457,20170111
470597,20170531
97709,20040908
592446,20210105
342790,20131030
26152,20010902
97821,20041231
252323,20100817
562826,20200924
562686,20200728
97002,20040819
531749,20190525
563201,20200415
278399,20110830
375688,20140728
500251,20180227
309932,20120301
26022,20010418
439074,20161230
438999,20161121
26727,20010102
310009,20120517
531695,20190401
407479,20151213
26743,20010118
168296,20070123
119764,20050531
439459,20160122
592573,20210521
470056,20171213
500320,20180422
375437,20140322
197297,20080702
74994,20031201
531930,20191124
531905,20191030
376381,20140420
309415,20120910
26844,20010429
168433,20070609
562384,20200416
438914,20161009
562444,20200501
407100,20150316
142701,20060228
439521,20160324
74912,20030910
341978,20131129
120476,20050515
341763,20130727
376336,20140306
278268,20110323
375785,20140914
376547,20141003
97574,20040415
196749,20081223
225731,20090125
253316,20100530
341615,20130512
120466,20050505
592577,20210525
50989,20021029
375726,20140816
562175,20200218
225376,20091224
439626,20160707
26246,20011213
142948,20061107
50899,20020731
96876,20040314
50920,20020821
97581,20040422
225895,20090721
277604,20111226
438995,20161119
97571,20040412
591973,20210130
197222,20080418
376332,20140302
253172,20100103
375457,20140401
74961,20031029
97790,20041130
278515,20111228
531955,20191219
438587,20160422
3302,20001125
119717,20050414
197226,20080422
470561,20170425
562143,20200109
375972,20141217
531233,20191221
376286,20140115
592300,20210526
120561,20050808
562881,20201022
530996,20190824
530816,20190530
143604,20060909
500439,20180710
592547,20210416
74934,20031002
120692,20051217
469875,20170828
225732,20090126
119809,20050716
500242,20180222
469494,20170208
438472,20160218
375552,20140519
120422,20050322
26028,20010424
469661,20170511
119670,20050218
50058,20020220
592282,20210521
375689,20140728
470727,20171012
3101,20000508
470487,20170210
74808,20030522
531860,20190915
469632,20170426
97625,20040608
531019,20190905
562131,20200106
309425,20120920
563126,20200129
50945,20020915
562764,20200828
119801,20050708
562528,20200604
3121,20000528
341673,20130612
197465,20081217
225029,20090101
120660,20051115
168387,20070424
120357,20050116
376300,20140129
469478,20170131
119944,20051129
196592,20080719
562397,20200419
168416,20070523
501313,20180913
563334,20200827
439063,20161225
530780,20190510
407885,20150418
407056,20150222
253328,20100611
438458,20160204
376274,20140103
167810,20070829
562489,20200514
439500,20160303
225974,20091008
341637,20130523
3330,20001223
531883,20191008
375805,20140924
252381,20101014
225198,20090629
225354,20091202
277582,20111215
376398,20140507
562665,20200717
563390,20201022
439735,20161112
501369,20181112
470708,20170923
50040,20020129
26004,20010319
197163,20080210
501103,20180126
119900,20051016
252247,20100602
196444,20080130
119723,20050420
309896,20120124
470665,20170810
3084,20000421
225769,20090304
531014,20190902
407050,20150219
592270,20210518
439530,20160402
531832,20190816
470625,20170628
196458,20080213
407287,20150618
74851,20030709
197169,20080216
438942,20161023
438799,20160810
562304,20200327
438571,20160414
97019,20040905
530537,20190102
143512,20060607
341599,20130504
500343,20180514
277374,20110728
277566,20111203
75023,20031230
501418,20181231
407893,20150426
469876,20170828
407114,20150323
50128,20020501
252346,20100909
225786,20090321
225929,20090824
142910,20060930
120513,20050621
253357,20100710
167607,20070124
3236,20000920
168338,20070306
375387,20140225
143471,20060427
530919,20190717
97122,20041231
563204,20200418
563366,20200928
253242,20100317
143560,20060725
592276,20210520
225771,20090306
407471,20151205
500351,20180518
143700,20061220
375361,20140212
142986,20061215
563419,20201124
501197,20180520
530916,20190715
530783,20190512
27020,20011022
563040,20201214
562440,20200430
50992,20021101
531053,20190922
500358,20180526
592226,20210507
500593,20180926
375549,20140518
407497,20151231
309463,20121129
97738,20041007
407428,20151023
120634,20051020
97620,20040601
120675,20051130
438623,20160510
341816,20130822
197422,20081104
530681,20190316
562506,20200529
530608,20190207
438423,20160115
97118,20041224
376402,20140511
407090,20150311
562374,20200413
26789,20010305
439011,20161127
501265,20180727
27050,20011121
26038,20010506
501173,20180417
530839,20190607
26872,20010527
225368,20091216
530821,20190601
168424,20070531
50972,20021012
342728,20130829
562559,20200612
530860,20190617
341780,20130804
531898,20191023
470605,20170608
97795,20041205
406955,20150102
120615,20051001
225128,20090410
74905,20030903
51047,20021226
530535,20190101
438667,20160603
3140,20000616
50134,20020507
375306,20140115
142984,20061213
168473,20070719
407249,20150529
530793,20190517
50811,20020504
439731,20161108
50747,20020301
375672,20140720
253389,20100821
341574,20130421
167863,20071021
342017,20131225
253442,20101013
142858,20060804
143483,20060509
530885,20190630
530745,20190421
562509,20200530
439449,20160112
167639,20070308
375703,20140804
562647,20200710
500523,20180821
196618,20080814
562824,20200923
26922,20010716
407958,20150630
96913,20040514
501365,20181108
142691,20060218
501282,20180813
50906,20020807
469463,20170122
309921,20120219
408012,20150904
97792,20041202
74689,20030111
376405,20140514
470463,20170117
407069,20150228
167864,20071022
143417,20060304
408129,20151230
225830,20090512
438874,20160918
531843,20190829
500240,20180221
500721,20181217
142715,20060314
562982,20201126
50814,20020507
225170,20090601
592090,20210319
531909,20191103
3304,20001127
563175,20200320
168585,20071129
3208,20000823
375576,20140602
3045,20000313
252149,20100223
470615,20170618
26976,20010908
197273,20080608
97575,20040416
438779,20160731
3048,20000316
438976,20161109
562269,20200314
530891,20190703
225307,20091016
562523,20200602
592047,20210228
470555,20170419
375945,20141203
197361,20080904
252418,20101120
167701,20070509
531005,20190829
26850,20010505
407023,20150205
531256,20191229
591907,20210101
252454,20101226
309294,20120103
142790,20060528
501185,20180508
50768,20020322
50068,20020302
119690,20050310
74796,20030510
342673,20130705
439748,20161125
278472,20111115
375756,20140831
438503,20160311
74889,20030818
26233,20011130
592382,20210616
438969,20161106
563246,20200530
375453,20140330
196441,20080127
470635,20170708
97072,20041028
470031,20171119
342731,20130901
225849,20090603
119824,20050731
277539,20111120
277333,20110605
26002,20010317
408092,20151123
592364,20210611
341860,20130913
530676,20190314
225992,20091026
50048,20020210
168500,20070815
469966,20171012
120449,20050418
277436,20110928
196701,20081105
531238,20191223
341617,20130513
168516,20070831
309428,20120923
96975,20040717
531606,20190102
563345,20200907
278266,20110321
376418,20140527
439577,20160519
50144,20020517
439452,20160115
376420,20140529
96931,20040603
197269,20080604
143565,20060801
97751,20041022
563292,20200716
591948,20210112
252379,20101012
562705,20200809
3310,20001203
168281,20070108
197360,20080903
406988,20150119
143414,20060301
342616,20130225
119767,20050603
563074,20201225
375665,20140716
563370,20201002
253494,20101227
225926,20090821
27045,20011116
408028,20150920
530572,20190119
97021,20040907
119822,20050729
375662,20140715
50974,20021014
3238,20000922
531675,20190312
26139,20010820
196739,20081213
530847,20190611
531920,20191114
562415,20200423
253482,20101215
252120,20100125
407929,20150601
143686,20061206
50739,20020221
375351,20140207
407798,20150118
531798,20190713
341642,20130525
562515,20200531
439590,20160601
167914,20071219
341991,20131206
310034,20120812
407486,20151220
309315,20120129
500256,20180307
530700,20190326
407897,20150430
342670,20130702
562321,20200331
438846,20160904
142877,20060828
97656,20040709
376609,20141204
407448,20151112
407030,20150209
253337,20100620
592433,20210628
225109,20090322
252225,20100511
592436,20210629
277250,20110114
531708,20190414
375481,20140413
562360,20200410
530906,20190710
3327,20001220
277610,20111229
438968,20161105
531690,20190327
563157,20200229
500270,20180316
97008,20040825
563258,20200611
438822,20160823
341851,20130909
592000,20210210
96889,20040327
407359,20150815
439441,20160104
563206,20200420
309445,20121120
563293,20200717
225207,20090708
225876,20090702
407229,20150519
143457,20060413
97627,20040610
530554,20190110
167720,20070528
143580,20060816
341941,20131111
143693,20061213
438986,20161114
530586,20190126
469858,20170819
341429,20130117
3185,20000731
253410,20100911
143691,20061211
252350,20100913
277503,20111102
592231,20210508
225911,20090806
375537,20140511
168300,20070127
376374,20140413
500579,20180919
376592,20141117
501110,20180207
96886,20040324
309404,20120428
376595,20141120
531258,20191230
562605,20200628
531048,20190919
96961,20040703
375394,20140228
563417,20201122
592481,20210209
469879,20170830
252156,20100302
407319,20150706
120539,20050717
143468,20060424
341783,20130806
119698,20050326
563139,20200211
591972,20210130
97585,20040426
50893,20020725
97068,20041024
97042,20040928
277388,20110811
407833,20150225
167884,20071111
50104,20020407
277372,20110714
197394,20081007
167850,20071008
562445,20200501
500335,20180507
407852,20150316
563225,20200509
592324,20210601
97723,20040922
309483,20121209
375851,20141017
531235,20191222
562156,20200112
278249,20110303
252236,20100522
342774,20131014
197324,20080729
469466,20170124
407086,20150309
407027,20150207
530605,20190205
3215,20000830
252314,20100808
563356,20200918
592079,20210313
375706,20140806
469703,20170603
310033,20120811
562630,20200706
252220,20100506
253215,20100217
97036,20040922
342652,20130614
563151,20200223
500213,20180208
500369,20180601
142856,20060802
120621,20051007
96944,20040616
531059,20190925
225891,20090717
26875,20010530
278313,20110605
3098,20000505
309390,20120421
309466,20121130
143547,20060712
592352,20210608
309476,20121205
253234,20100309
439746,20161123
277270,20110220
470672,20170817
592178,20210422
563180,20200325
375438,20140322
167695,20070503
27075,20011219
376575,20141031
120363,20050122
562207,20200226
278374,20110805
438722,20160630
3282,20001105
196474,20080229
469713,20170608
168282,20070109
253430,20101001
500190,20180127
470531,20170326
438778,20160730
407250,20150530
97091,20041116
341567,20130418
438494,20160306
375479,20140412
342733,20130903
407246,20150528
119811,20050718
225230,20090731
342685,20130717
562187,20200221
50096,20020330
167734,20070611
531699,20190405
142885,20060905
375595,20140611
562951,20201118
375364,20140213
500277,20180319
277495,20111029
74984,20031121
563220,20200504
530614,20190210
277283,20110305
97791,20041201
309400,20120426
531228,20191218
563193,20200407
375952,20141207
591964,20210123
470715,20170930
225847,20090529
530730,20190410
438574,20160415
469995,20171027
470087,20171229
501401,20181214
97605,20040516
563391,20201023
167675,20070413
342808,20131117
375360,20140211
438428,20160118
407371,20150827
225227,20090728
438774,20160726
531154,20191111
168298,20070125
252169,20100316
168315,20070211
197344,20080818
143459,20060415
226013,20091118
562399,20200419
438923,20161014
375906,20141114
50118,20020421
500607,20181003
592058,20210306
562641,20200708
531790,20190705
563278,20200701
563244,20200528
309291,20120101
26082,20010619
562891,20201027
407812,20150201
531950,20191214
120347,20050106
376279,20140108
439581,20160523
277583,20111216
376582,20141107
563158,20200303
197195,20080313
562350,20200407
438889,20160927
531715,20190421
142850,20060727
563062,20201222
277423,20110915
592394,20210619
406972,20150111
563245,20200529
143428,20060315
225107,20090320
225151,20090503
252275,20100630
592150,20210412
562364,20200411
562798,20200913
469505,20170214
562803,20200914
341425,20130115
531207,20191208
501342,20181012
341953,20131117
562270,20200314
530878,20190626
3338,20001231
438833,20160829
120522,20050630
50967,20021007
375396,20140301
26804,20010320
469994,20171026
142965,20061124
119658,20050206
375668,20140718
341840,20130903
375434,20140320
562987,20201127
27006,20011008
375635,20140701
592366,20210612
167848,20071006
591987,20210205
592367,20210612
530846,20190610
470484,20170207
439580,20160522
438823,20160824
341666,20130608
143455,20060411
531788,20190703
501316,20180916
469815,20170729
592144,20210410
26759,20010203
96990,20040801
438762,20160720
225251,20090821
562265,20200311
501405,20181218
50764,20020318
342021,20131227
278428,20110928
168607,20071221
26761,20010205
341643,20130528
97748,20041017
530893,20190704
26924,20010718
3272,20001026
252192,20100408
375317,20140121
142959,20061118
168455,20070701
26892,20010616
225902,20090728
50765,20020319
167642,20070311
438564,20160410
592075,20210311
51007,20021116
167674,20070412
407841,20150305
197144,20080121
50962,20021002
407808,20150128
562664,20200717
26128,20010809
562843,20201002
119806,20050713
197325,20080730
375586,20140607
500364,20180529
438678,20160608
469842,20170811
470748,20171108
142902,20060922
562578,20200617
592478,20210206
408018,20150910
26736,20010111
168506,20070821
119783,20050619
562914,20201109
375750,20140828
438703,20160621
531660,20190225
341578,20130423
342627,20130420
563057,20201220
50749,20020303
341619,20130514
438697,20160618
376540,20140926
168475,20070721
277526,20111113
50110,20020413
142753,20060421
277241,20110105
531088,20191009
531700,20190406
197187,20080305
342763,20131003
591921,20210105
253250,20100325
197298,20080703
225320,20091029
407364,20150820
375371,20140217
97111,20041217
26896,20010620
277324,20110415
531036,20190913
592312,20210529
26832,20010417
225073,20090214
119872,20050918
252287,20100712
562155,20200112
119867,20050913
142921,20061011
277292,20110314
26089,20010626
278381,20110812
225788,20090324
341692,20130621
501327,20180927
562736,20200817
531770,20190615
562902,20201101
562940,20201115
252333,20100827
252357,20100920
501357,20181031
531142,20191105
438773,20160726
26734,20010109
196643,20080908
225294,20091003
225037,20090109
168579,20071123
120705,20051230
592350,20210608
309432,20120927
196667,20081002
341781,20130805
530545,20190106
563066,20201223
51038,20021217
119799,20050706
563205,20200419
407278,20150614
97121,20041230
341474,20130301
408097,20151128
341940,20131110
252386,20101019
309911,20120209
469902,20170910
225104,20090317
531614,20190110
407947,20150619
277497,20111030
592428,20210627
469797,20170720
375439,20140323
167857,20071015
167881,20071108
309443,20121008
143411,20060226
252168,20100315
376611,20141206
500319,20180421
252227,20100513
375547,20140517
3064,20000401
375875,20141029
142963,20061122
438886,20160925
119797,20050704
196548,20080513
530662,20190307
278344,20110706
563170,20200315
225315,20091024
562332,20200403
143564,20060731
3114,20000521
26021,20010417
563267,20200620
225942,20090906
563075,20201225
277371,20110713
407385,20150910
563448,20201225
501285,20180816
500205,20180204
143705,20061225
563338,20200831
469604,20170404
97713,20040912
74911,20030909
142686,20060213
74836,20030624
50987,20021027
196608,20080804
142789,20060527
341737,20130714
197266,20080601
531873,20190928
3083,20000420
342756,20130926
225869,20090625
531902,20191027
278323,20110615
439696,20160926
439001,20161122
309974,20120412
591930,20210107
408071,20151102
562747,20200820
196562,20080619
592384,20210616
50865,20020627
562701,20200808
562959,20201120
530668,20190310
50755,20020309
407443,20151107
120669,20051124
277440,20111001
253425,20100926
277510,20111105
500258,20180308
50927,20020828
375375,20140219
341711,20130701
252394,20101027
143570,20060806
470044,20171202
501275,20180806
50026,20020107
309374,20120413
168402,20070509
562787,20200908
50943,20020913
562717,20200812
375354,20140208
438579,20160418
407042,20150215
592599,20210616
225374,20091222
563408,20201113
197418,20081031
253353,20100706
562185,20200220
375400,20140303
50841,20020603
142931,20061021
562283,20200318
96932,20040604
341452,20130128
3253,20001007
408081,20151112
197432,20081114
592193,20210426
97595,20040506
97628,20040611
531626,20190122
74904,20030902
500259,20180309
563403,20201108
196642,20080907
74771,20030412
252211,20100427
196600,20080727
469893,20170906
376411,20140520
97049,20041005
470606,20170609
530992,20190822
142779,20060517
277561,20111201
142664,20060118
438917,20161011
375584,20140606
50820,20020513
470569,20170503
142751,20060419
74744,20030313
252302,20100727
50758,20020312
407970,20150712
562901,20201101
97067,20041023
562141,20200108
375493,20140419
119676,20050224
501320,20180920
439685,20160915
563122,20200125
310020,20120528
439499,20160302
375461,20140403
376436,20140614
375350,20140206
253225,20100227
438701,20160620
50727,20020209
562684,20200727
469782,20170712
341981,20131201
407054,20150221
119932,20051117
309333,20120207
167705,20070513
407058,20150223
469584,20170325
168543,20070927
143454,20060410
376316,20140214
309978,20120416
375422,20140314
253174,20100105
439518,20160321
167923,20071228
142924,20061014
119858,20050904
469856,20170818
469709,20170606
501180,20180424
50074,20020308
438771,20160725
562245,20200306
143579,20060815
562908,20201106
562140,20200108
342672,20130704
196675,20081010
26756,20010131
563375,20201007
142891,20060911
50055,20020217
592192,20210426
196591,20080718
142794,20060601
500215,20180209
341735,20130713
530591,20190129
438789,20160805
408029,20150921
500336,20180508
252229,20100515
438431,20160119
470554,20170418
563281,20200705
408110,20151211
50044,20020206
120475,20050514
167648,20070317
167797,20070816
142776,20060514
407068,20150228
375448,20140327
562551,20200610
3184,20000730
277237,20110101
470496,20170219
277399,20110822
97811,20041221
277550,20111125
74832,20030620
530760,20190430
439531,20160403
407488,20151222
341640,20130524
142860,20060806
225120,20090402
197262,20080528
562963,20201121
469685,20170524
96973,20040715
375579,20140603
143620,20061001
500617,20181008
26825,20010410
277296,20110318
168461,20070707
407358,20150814
3286,20001109
50799,20020422
143374,20060120
51043,20021222
197348,20080822
26110,20010717
278247,20110301
563324,20200817
375609,20140618
50091,20020325
563217,20200501
375475,20140410
26777,20010221
469676,20170519
562243,20200306
3336,20001229
408128,20151229
196635,20080831
26107,20010714
253487,20101220
309436,20121001
50881,20020713
26156,20010906
197181,20080228
97070,20041026
500619,20181009
143365,20060111
277596,20111222
470008,20171102
439006,20161124
225853,20090609
470058,20171214
3109,20000516
277586,20111217
408124,20151225
225221,20090722
439772,20161220
592417,20210624
26905,20010629
407339,20150726
375792,20140918
277382,20110805
167696,20070504
252393,20101026
168468,20070714
26911,20010705
168447,20070623
252428,20101130
253286,20100430
120579,20050826
376607,20141202
438742,20160710
197214,20080401
501262,20180724
341968,20131124
375828,20141006
469480,20170201
3177,20000723
562202,20200224
142728,20060327
50070,20020304
469436,20170109
531697,20190403
469693,20170528
375566,20140526
51040,20021219
341959,20131120
309489,20121212
142775,20060513
562176,20200218
592215,20210502
500618,20181008
252138,20100212
438592,20160424
376314,20140212
591945,20210111
562639,20200708
309913,20120211
50043,20020205
142769,20060507
167725,20070602
342783,20131023
501119,20180216
119850,20050827
531241,20191225
3200,20000815
143363,20060109
225295,20091004
119795,20050702
407924,20150527
50871,20020703
278338,20110630
469758,20170630
592189,20210425
408087,20151118
438474,20160220
277603,20111226
439570,20160512
142808,20060615
376306,20140204
563454,20201231
252150,20100224
168410,20070517
500603,20181001
342010,20131215
592607,20210624
253201,20100203
530580,20190123
591916,20210103
196668,20081003
197381,20080924
74750,20030322
500210,20180206
408041,20151003
563364,20200926
407872,20150405
3115,20000522
375599,20140613
119686,20050306
563290,20200714
3251,20001005
500454,20180718
120484,20050523
309481,20121208
119868,20050914
469803,20170723
531123,20191027
74710,20030201
500444,20180713
225941,20090905
342027,20131230
407363,20150819
225333,20091111
97059,20041015
196623,20080819
562642,20200709
97654,20040707
407025,20150206
278290,20110513
375671,20140719
196515,20080410
563238,20200522
375607,20140617
26997,20010929
142993,20061222
309312,20120127
438558,20160407
168327,20070223
277472,20111017
226024,20091129
439657,20160811
470549,20170413
168347,20070315
341663,20130607
592074,20210311
74925,20030923
120632,20051018
97820,20041230
277273,20110223
531638,20190203
27066,20011210
562428,20200427
470703,20170918
470674,20170819
531015,20190903
562368,20200412
500276,20180319
439719,20161027
562228,20200302
407492,20151226
376326,20140224
168426,20070602
277355,20110627
500677,20181111
50856,20020618
375521,20140503
375311,20140118
591967,20210126
376403,20140512
563129,20200201
470582,20170516
96965,20040707
51024,20021203
120481,20050520
531103,20191017
375452,20140329
469626,20170423
375455,20140331
530858,20190616
26742,20010117
530781,20190511
167661,20070330
3071,20000408
407476,20151210
252268,20100623
143695,20061215
252160,20100307
142734,20060402
592500,20210228
342742,20130912
562828,20200925
500707,20181130
225716,20090108
142819,20060626
375443,20140325
592010,20210213
407293,20150621
470021,20171109
562623,20200704
253447,20101018
563331,20200824
197197,20080315
500219,20180211
501216,20180608
143523,20060618
469840,20170810
253416,20100917
439050,20161218
563186,20200331
341933,20131107
375982,20141222
278476,20111119
407949,20150621
278359,20110721
438688,20160613
341456,20130130
375779,20140911
562586,20200619
438991,20161117
375948,20141205
500658,20181101
252218,20100504
143491,20060517
97677,20040730
531042,20190916
470520,20170315
439618,20160629
438535,20160327
592377,20210614
592127,20210404
225303,20091012
500608,20181003
438744,20160711
375613,20140620
469594,20170330
562302,20200326
142720,20060319
225720,20090112
501204,20180527
26923,20010717
3234,20000918
562501,20200528
225959,20090923
50868,20020630
438935,20161020
197386,20080929
438875,20160919
196634,20080830
197229,20080425
501378,20181121
309325,20120203
310021,20120529
376414,20140523
142940,20061030
168561,20071105
342777,20131017
531662,20190227
469993,20171026
407217,20150513
225817,20090428
407873,20150406
375528,20140506
120404,20050304
96842,20040209
407903,20150506
120459,20050428
530854,20190614
97758,20041029
407976,20150721
120628,20051014
97050,20041006
196672,20081007
562818,20200920
500450,20180716
375791,20140917
74846,20030704
563306,20200730
120425,20050325
50079,20020313
342840,20131219
375397,20140302
196755,20081229
562992,20201128
